employee,customer_and_account_no,product_name,sale_date,sale_amount,units_sold,invoice_no,invoice_frequency
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,10/2/12,"$210,993.57 ",654099,26711,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,3/17/12,"$146,373.52 ",393568,69841,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,5/14/12,"$115,956.42 ",380787,90748,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Chimp Glass,8/18/12,"$461,758.09 ",562925,26833,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,11/22/12,"$685,790.81 ",249099,53058,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,10/18/12,"$384,444.56 ",573973,84362,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Gorilla Glass,6/24/12,"$571,935.70 ",309926,75554,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,11/16/12,"$175,571.33 ",244717,70997,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Gorilla Glass,4/5/12,"$278,590.98 ",423773,51937,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,2/22/12,"$779,998.53 ",110010,60672,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Gorilla Glass,12/27/12,"$561,285.44 ",919028,31369,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Chimp Glass,11/24/12,"$538,362.75 ",940750,46343,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Gorilla Glass,5/14/12,"$837,229.10 ",853273,45314,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Orangutan Glass,6/23/12,"$125,960.21 ",880063,61042,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Chimp Glass,10/27/12,"$625,443.33 ",816917,59834,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Baboon Glass,12/4/12,"$549,566.35 ",733474,76584,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Chimp Glass,11/10/12,"$702,085.75 ",447047,37688,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,9/24/12,"$880,445.86 ",523136,81425,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,4/28/12,"$841,657.54 ",269140,59974,Once
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,2/29/12,"$187,369.93 ",135747,83532,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,7/14/12,"$903,268.41 ",355551,46561,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,10/9/12,"$421,829.28 ",461033,28654,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,12/3/12,"$504,951.71 ",960578,66516,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,9/6/12,"$602,025.22 ",593432,85326,Once
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Orangutan Glass,9/20/12,"$966,390.56 ",941156,69743,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,8/12/12,"$441,420.21 ",360434,73565,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Orangutan Glass,5/2/12,"$651,646.18 ",166805,18509,Quarterly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Gorilla Glass,9/23/12,"$713,566.27 ",836671,90030,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Orangutan Glass,1/7/12,"$286,349.16 ",388319,58871,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,1/16/12,"$618,980.28 ",386197,27535,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Gorilla Glass,12/9/12,"$313,325.26 ",308394,37464,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,6/23/12,"$346,105.32 ",231567,29835,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,2/5/12,"$495,398.55 ",441871,42413,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,9/17/12,"$975,380.42 ",239152,38939,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Baboon Glass,10/20/12,"$412,862.42 ",486302,57125,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,4/2/12,"$641,913.61 ",712930,90499,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,9/24/12,"$201,578.66 ",345383,28690,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,12/17/12,"$804,625.26 ",424084,73239,Quarterly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,1/25/12,"$509,010.93 ",132230,61594,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,3/14/12,"$709,622.99 ",822924,18721,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,7/21/12,"$354,833.27 ",808012,82704,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,7/3/12,"$197,616.19 ",243769,75613,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,3/15/12,"$424,874.81 ",448576,53271,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Chimp Glass,5/11/12,"$889,281.30 ",351520,50374,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Chimp Glass,3/18/12,"$495,523.09 ",456309,65829,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Orangutan Glass,7/31/12,"$713,043.14 ",280546,45389,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Gorilla Glass,10/27/12,"$820,204.66 ",455754,20657,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,12/5/12,"$581,039.96 ",539285,76608,Quarterly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Gorilla Glass,5/8/12,"$846,659.67 ",955762,80973,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Gorilla Glass,8/18/12,"$948,991.28 ",778980,81489,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,8/27/12,"$770,282.26 ",973920,71290,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,11/21/12,"$637,476.06 ",778832,72185,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,12/22/12,"$290,670.36 ",663283,82830,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Chimp Glass,11/1/12,"$119,891.95 ",433902,85952,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Chimp Glass,2/27/12,"$415,281.35 ",975672,67134,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Chimp Glass,5/24/12,"$765,289.01 ",582453,53911,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Gorilla Glass,5/8/12,"$572,663.89 ",106655,41464,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,6/26/12,"$793,483.26 ",127020,35666,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Orangutan Glass,5/5/12,"$551,740.88 ",371906,80884,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,1/30/12,"$678,378.83 ",740667,69493,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Gorilla Glass,8/5/12,"$216,677.43 ",994954,71981,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,2/8/12,"$709,823.74 ",407299,38191,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,5/9/12,"$200,153.65 ",416158,33387,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,5/26/12,"$423,094.82 ",676649,77134,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Orangutan Glass,8/22/12,"$775,525.16 ",575409,46916,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Orangutan Glass,10/21/12,"$236,675.06 ",456023,40390,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Orangutan Glass,8/26/12,"$776,841.60 ",517145,16154,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,2/1/12,"$658,710.99 ",932149,61562,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,10/11/12,"$814,874.92 ",506799,85770,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Chimp Glass,11/19/12,"$665,446.62 ",458883,36408,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Baboon Glass,2/2/12,"$595,454.50 ",393546,65124,Quarterly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Gorilla Glass,9/23/12,"$702,396.91 ",463457,89304,Quarterly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Chimp Glass,10/10/12,"$370,538.95 ",780732,91969,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Chimp Glass,11/23/12,"$718,228.58 ",333741,29631,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,7/23/12,"$725,247.88 ",150162,68199,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Baboon Glass,5/25/12,"$719,498.73 ",831767,42304,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Chimp Glass,4/18/12,"$329,734.23 ",274836,52260,Quarterly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,12/27/12,"$718,753.89 ",675127,38943,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Orangutan Glass,9/11/12,"$297,280.33 ",246547,88028,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Chimp Glass,12/19/12,"$239,876.66 ",640103,65427,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,3/19/12,"$470,604.30 ",796449,89031,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Orangutan Glass,2/20/12,"$992,616.61 ",970155,88830,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Chimp Glass,10/15/12,"$885,105.56 ",440636,61046,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,4/2/12,"$449,663.51 ",383838,29683,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Baboon Glass,7/8/12,"$924,273.65 ",774945,78789,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Gorilla Glass,8/5/12,"$222,527.53 ",928716,19789,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Orangutan Glass,1/12/12,"$746,542.29 ",977218,85536,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,2/17/12,"$469,292.45 ",890393,35737,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,8/27/12,"$751,581.99 ",717248,52482,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Orangutan Glass,12/12/12,"$529,345.29 ",811644,53578,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,1/31/12,"$416,138.29 ",523801,45197,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,4/12/12,"$108,031.77 ",453107,24810,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Chimp Glass,4/14/12,"$781,151.03 ",526467,79668,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Gorilla Glass,11/26/12,"$316,931.86 ",787622,27996,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Baboon Glass,2/10/12,"$706,887.54 ",138310,29839,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,2/27/12,"$987,212.87 ",838156,58827,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,9/13/12,"$786,461.44 ",641002,83898,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Gorilla Glass,9/23/12,"$696,145.24 ",895465,24826,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,4/27/12,"$502,674.07 ",330812,52796,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,3/12/12,"$296,206.09 ",114931,41714,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,7/6/12,"$590,835.78 ",700393,77282,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,7/6/12,"$130,425.01 ",263948,52042,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,11/20/12,"$461,703.30 ",161350,68375,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Gorilla Glass,1/16/12,"$983,243.52 ",236833,83142,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,12/24/12,"$157,853.54 ",903559,62841,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,2/10/12,"$754,323.22 ",328138,74011,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,6/21/12,"$637,694.75 ",819581,57326,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,7/13/12,"$860,184.56 ",428418,45675,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Baboon Glass,12/7/12,"$526,891.81 ",120723,80597,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Chimp Glass,6/23/12,"$919,811.88 ",796865,26912,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Orangutan Glass,7/3/12,"$609,343.67 ",365007,80315,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,4/3/12,"$842,231.53 ",756719,32800,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Orangutan Glass,11/17/12,"$325,658.27 ",608491,45651,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,12/11/12,"$641,811.86 ",205867,63643,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,1/21/12,"$636,603.04 ",774333,72273,Quarterly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,8/15/12,"$632,085.16 ",375216,76016,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Orangutan Glass,7/30/12,"$816,706.05 ",770499,15823,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Chimp Glass,5/4/12,"$870,193.90 ",625110,42175,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,5/13/12,"$923,629.56 ",168004,50987,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Gorilla Glass,6/5/12,"$838,669.30 ",975368,22151,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Orangutan Glass,9/5/12,"$830,808.42 ",976709,22891,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,7/29/12,"$408,877.25 ",743641,21986,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,3/18/12,"$755,602.24 ",546877,61826,Once
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,8/15/12,"$333,914.63 ",402110,78493,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,8/16/12,"$173,267.64 ",653112,62457,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Gorilla Glass,9/8/12,"$739,203.39 ",941470,22062,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Orangutan Glass,3/31/12,"$390,311.64 ",704813,28505,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Chimp Glass,4/26/12,"$346,955.52 ",901286,42305,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,5/2/12,"$737,441.52 ",749609,34879,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Baboon Glass,5/18/12,"$693,072.57 ",694765,24749,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Orangutan Glass,10/10/12,"$262,274.99 ",710419,64754,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,6/23/12,"$670,646.17 ",434563,59930,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,6/24/12,"$205,809.40 ",127045,43241,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,12/20/12,"$589,615.64 ",233530,29182,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,9/26/12,"$599,825.54 ",166768,16840,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Chimp Glass,11/9/12,"$886,733.49 ",593623,63857,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,6/21/12,"$867,892.27 ",455862,59379,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,2/11/12,"$968,023.74 ",554307,38514,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Chimp Glass,3/2/12,"$906,871.91 ",175346,86199,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Gorilla Glass,12/7/12,"$163,704.23 ",275054,91643,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Chimp Glass,11/4/12,"$923,680.50 ",131959,87694,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Gorilla Glass,7/20/12,"$838,449.74 ",365193,76166,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,7/3/12,"$508,929.13 ",378558,87406,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Gorilla Glass,5/17/12,"$966,315.14 ",100730,75410,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Chimp Glass,9/17/12,"$306,060.37 ",364924,51083,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,3/21/12,"$926,041.56 ",913284,69530,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Baboon Glass,2/2/12,"$340,715.32 ",512041,32147,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,7/10/12,"$532,284.04 ",922684,36113,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,3/3/12,"$375,346.33 ",905321,35222,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Orangutan Glass,5/22/12,"$601,416.11 ",129580,59382,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Gorilla Glass,5/30/12,"$340,370.29 ",743443,31931,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,4/16/12,"$631,159.97 ",622103,73740,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Gorilla Glass,12/26/12,"$930,090.54 ",508132,57384,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,12/19/12,"$458,734.10 ",395673,89695,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,4/5/12,"$699,035.72 ",969088,52580,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Baboon Glass,8/15/12,"$968,191.67 ",146052,35389,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,6/1/12,"$934,545.90 ",907356,30467,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,4/30/12,"$703,918.98 ",142752,68042,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Orangutan Glass,9/6/12,"$239,700.32 ",157895,44297,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,1/17/12,"$486,232.78 ",751944,53214,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,5/24/12,"$583,126.05 ",364126,18021,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Baboon Glass,5/31/12,"$396,654.75 ",279333,78260,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Chimp Glass,1/8/12,"$666,773.34 ",230312,22015,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Chimp Glass,9/29/12,"$636,233.54 ",718777,31535,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,1/10/12,"$584,161.34 ",271571,78206,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Orangutan Glass,6/27/12,"$893,499.54 ",284137,75237,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Orangutan Glass,1/13/12,"$254,639.39 ",185306,40794,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,6/8/12,"$386,343.83 ",843072,46598,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Chimp Glass,2/3/12,"$256,104.66 ",160097,68442,Once
